ReturnID,TransactionID,ReturnDate,Reason
RET1195,TXN122419,2025-11-27,Damaged
RET1196,TXN113757,2025-08-09,Size Issue
RET1197,TXN114890,2025-07-10,Wrong Item
RET1198,TXN119917,2025-10-09,Changed Mind
RET1199,TXN122900,2025-11-27,Changed Mind
RET1200,TXN122145,2025-11-17,Changed Mind
RET1201,TXN108167,2025-04-17,Damaged
RET1202,TXN110944,2025-07-04,Damaged
RET1203,TXN114096,2025-07-24,Not as Described
RET1204,TXN102124,2025-01-23,Wrong Item
RET1205,TXN123916,2025-12-22,Changed Mind
RET1206,TXN117807,2025-10-03,Not as Described
RET1207,TXN105513,2025-03-05,Damaged
RET1208,TXN120016,2025-10-13,Not as Described
RET1209,TXN110253,2025-05-28,Wrong Item
RET1210,TXN119205,2025-09-06,Changed Mind
RET1211,TXN106399,2025-03-15,Damaged
RET1212,TXN113680,2025-07-09,Not as Described
RET1213,TXN101339,2025-01-20,Damaged
RET1214,TXN123201,2025-12-03,Changed Mind
RET1215,TXN103976,2025-02-26,Changed Mind
RET1216,TXN116934,2025-08-29,Size Issue
RET1217,TXN100891,2025-01-26,Changed Mind
RET1218,TXN111208,2025-06-08,Changed Mind
RET1219,TXN123838,2026-01-03,Changed Mind
RET1220,TXN125084,2025-12-20,Changed Mind
RET1221,TXN110691,2025-05-19,Changed Mind
RET1222,TXN102794,2025-02-07,Size Issue
RET1223,TXN100213,2025-01-19,Wrong Item
RET1224,TXN109799,2025-05-19,Damaged
RET1225,TXN110871,2025-05-07,Not as Described
RET1226,TXN120284,2025-10-20,Changed Mind
RET1227,TXN122203,2025-11-26,Wrong Item
RET1228,TXN107598,2025-04-20,Size Issue
RET1229,TXN107509,2025-04-25,Damaged
RET1230,TXN100072,2025-01-31,Size Issue
RET1231,TXN108529,2025-04-28,Wrong Item
RET1232,TXN108985,2025-06-01,Not as Described
RET1233,TXN104649,2025-03-23,Changed Mind
RET1234,TXN123263,2025-12-09,Wrong Item
RET1235,TXN120037,2025-11-02,Size Issue
RET1236,TXN101916,2025-01-07,Changed Mind
RET1237,TXN114854,2025-07-30,Changed Mind
RET1238,TXN112156,2025-06-26,Size Issue
RET1239,TXN119064,2025-09-22,Changed Mind
RET1240,TXN114441,2025-07-10,Size Issue
RET1241,TXN120944,2025-10-25,Wrong Item
RET1242,TXN101988,2025-01-15,Not as Described
RET1243,TXN101362,2025-01-26,Damaged
RET1244,TXN123865,2025-12-28,Changed Mind
RET1245,TXN108429,2025-04-04,Size Issue
RET1246,TXN114880,2025-07-14,Changed Mind
RET1247,TXN110920,2025-06-18,Damaged
RET1248,TXN119550,2025-11-06,Wrong Item
RET1249,TXN100945,2025-01-31,Wrong Item
RET1250,TXN114532,2025-07-11,Damaged
RET1251,TXN105259,2025-03-11,Not as Described
RET1252,TXN103257,2025-02-27,Size Issue
RET1253,TXN120044,2025-10-30,Damaged
RET1254,TXN125019,2025-12-23,Not as Described
RET1255,TXN119977,2025-10-15,Not as Described
RET1256,TXN117414,2025-09-18,Damaged
RET1257,TXN109546,2025-05-12,Size Issue
RET1258,TXN105811,2025-03-16,Changed Mind
RET1259,TXN111196,2025-07-02,Damaged
RET1260,TXN104343,2025-04-06,Wrong Item
RET1261,TXN123101,2025-11-14,Damaged
RET1262,TXN120879,2025-10-06,Wrong Item
RET1263,TXN114506,2025-07-31,Size Issue
RET1264,TXN103811,2025-03-06,Changed Mind
RET1265,TXN109419,2025-05-27,Not as Described
RET1266,TXN104766,2025-04-08,Wrong Item
RET1267,TXN124419,2026-01-09,Changed Mind
RET1268,TXN107198,2025-04-18,Damaged
RET1269,TXN109779,2025-06-02,Wrong Item
RET1270,TXN102348,2025-02-16,Damaged
RET1271,TXN112866,2025-06-24,Damaged
RET1272,TXN104864,2025-03-27,Wrong Item
RET1273,TXN112376,2025-06-28,Damaged
RET1274,TXN116666,2025-08-13,Wrong Item
RET1275,TXN118111,2025-09-21,Not as Described
RET1276,TXN120312,2025-10-10,Not as Described
RET1277,TXN116761,2025-08-29,Damaged
RET1278,TXN123256,2025-11-24,Not as Described
RET1279,TXN115740,2025-08-13,Wrong Item
